,NID,Code,State,Error line,Error
566,d0680029,"weight = eval(input())
height = eval(input()
BMI=weight/(tall*tall)
print(BMI)",Compile Error,3,SyntaxError: invalid syntax
567,d0680029,"weight = eval(input())
height = eval(input())
BMI=weight/(tall*tall)
print(BMI)",Runtime Error,1,Wrong argument
568,d0680029,"tall=float(input()
weight=int(input())
BMI=weight/(tall*tall)",Compile Error,2,SyntaxError: invalid syntax
569,d0680029,"tall=float(input()
weight=int(input())
BMI=weight/(tall*tall)
print(BMI)",Compile Error,2,SyntaxError: invalid syntax
570,d0680029,"tall =eval(input())
weight =eval(input())
BMI=weight/(tall*tall)
print(str)(BMI)",Runtime Error,1,Wrong argument
571,d0845056,"a=input("" "")
b=input("" "")
c=b/(a*a)
print(""BMI = "",c)",Runtime Error,3,Data Type Error
572,d0845056,"a=input((int)"" "")
b=input((int)"" "")
c=b/(a*a)
print(""BMI = "",c)",Compile Error,1,SyntaxError: invalid syntax
573,d0737024,"kg=float(input(""請輸入體重（kg)""))
cm=float(input(""請輸入身高（cm)""))
BMI=float(kg/(cm/100)**2)
  
print(""你的體重（kg)="",kg)
print(""你的身高（cm)="",cm)
print(""你的BMI數值="",round(BMI,3))",Runtime Error,0,OJ Error
574,d0587558,"high=float(input())/100
weight=float(input())

BMI=weight/high**2

ANS='{:.2f}'.format(BMI)

print(""BMI"",""="",str(ANS)",Compile Error,8,SyntaxError: unexpected EOF while parsing
575,d0686491,"BMI=a+b
print(""BMI=""+BMI)",Runtime Error,1,Variable or function not defined
576,d0686491,"a=int(input())
b=int(inout())
BMI=a+b
print(""BMI=""+BMI)",Runtime Error,2,Variable or function not defined
577,d0686491,"a=int(input())
b=int(inout())
BMI=a+b
print(BMI)",Runtime Error,2,Variable or function not defined
578,d0686491,"a=int(input())
b=int(input())
BMI=a**2+b
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
579,d0686491,"a=int(input())
b=float(input())
BMI=a**2+b
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
580,d0686491,"a=input()
b=input()
BMI=a**2+b
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
581,d0686491,"a=input()
b=input()
BMI=(a**2)/100+b
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
582,d0686491,"a=int(input())
b=float(input())
BMI=(a**2)/100+b
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
583,d0686491,"a=int(input())
b=float(input())
BMI=b/((a**2)/100)
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
584,d0686491,"a=int(input())
b=float(input())
BMI=b/(a**2/100)
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
585,d0686491,"a=int(input())
b=float(input())
BMI=b/(a**2/10000)
print(""BMI""+BMI)",Runtime Error,4,Data Type Error
586,d0686491,"a=input()
b=input()
BMI=b/(a/100)**2
print(BMI)",Runtime Error,3,Data Type Error
587,d0686491,"a=input()
b=input()
BMI=b/(a/100)**2
print(""BMI""+str(BMI)",Compile Error,4,SyntaxError: unexpected EOF while parsing
588,d0686491,"a=input()
b=input()
BMI=b/(a/100)**2
print(""BMI""+str(BMI))",Runtime Error,3,Data Type Error
589,d0686491,"a=input()
b=input()
BMI=b/(a/100)**2
print(""BMI="",BMI)",Runtime Error,3,Data Type Error
590,d0686491,"a=int(input())
b=float(input())
BMI={.2f}.format(b/(a/100)**2)
print(""BMI=""+str(BMI))",Compile Error,3,SyntaxError: invalid syntax
591,d0686491,"a=input()
b=input()
c=b/(a/100)**2
d=""BMI={:.2f}"".format(c)
print(d)",Runtime Error,3,Data Type Error
592,d0686491,"a=int(input())
b=float(input())
c=b/(a/100)**2
d=""BMI = {:.2f}"".format(c)
print(d)",Runtime Error,3,Data Type Error
593,d0636788,"Height = input(""請輸入身高(公尺)："")
Weight = input(""請輸入體重(公斤)："")
BMI = float(Weight) / (float(Height))**2",Runtime Error,0,No output
594,d0636788,"Height = input(""請輸入身高(公分)："")
Weight = input(""請輸入體重(公斤)："")
print = float(Weight) / (float(Height)/100)**2",Runtime Error,0,No output
595,d0636788,"height = input(""請輸入身高(公尺)："")
weight = input(""請輸入體重(公斤)："")
height = float(height)
weight = float(weight)
BMI = (weight) / ((height*height))
print = BMI",Runtime Error,0,No output
597,d0636788,"#提示使用者輸入體重
weight = eval(input(""請輸入體重(公斤): ""))
#提示使用者輸入身高
height = eval(input(""請輸入身高(公分): ""))

#計算BMI
weightInKilograms = weight
heightInMeters = height / 100
bmi = weightInKilograms / ( heightInMeters ** 2 )
#顯示結果
print(""BMI is"", format(bmi, "".2f""))",Runtime Error,1,Wrong argument
598,d0636788,"#提示使用者輸入體重
weight = float(input(""請輸入體重(公斤): ""))
#提示使用者輸入身高
height = float(input(""請輸入身高(公分): ""))

#計算BMI
weightInKilograms = weight
heightInMeters = height / 100
bmi = weightInKilograms / ( heightInMeters ** 2 )
#顯示結果
print(""BMI is"", format(bmi, "".2f""))",Runtime Error,11,SyntaxError: invalid syntax
599,d0786880,"height = float(input())
weight = float(input())
BMI = height/(weight*weight)
print(""BMI = ""+BMI)",Runtime Error,4,Data Type Error
600,d0786880,"height = float(input())
weight = float(input())
BMI = weight/(height*height)
print(""BMI = ""+BMI)",Runtime Error,4,Data Type Error
601,d0649886,"Height = float(input("" ""))
 	Weight = float(input("" ""))
    Height = Height/100
    BMI = Weight/Height/Height
    BMI = ""%.2f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
602,d0649886,"Height = float(input("" ""))
 	Weight = float(input("" ""))
    Height = Height/100
    BMI = Weight/Height/Height
    BMI = ""%.2f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
603,d0649886,"Height = float(input ("" "") )
 	Weight = float(input ("" "") )
    Height = Height/100
    BMI = Weight/Height/Height
    BMI = ""%.2f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
604,d0649886,"Height = float(input (""  "") )
 	Weight = float(input (""  "") )
    Height = Height/100
    BMI = Weight/Height/Height
    BMI = ""%.2f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
605,d0649886,"Height = 170
 	Weight = 66.3
    Height = Height/100
    BMI = Weight/Height/Height
    BMI = ""%.2f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
606,d0649886,"Height = 170.
 	Weight = 66.3
    Height = Height/100
    BMI = Weight/Height/Height
    BMI = ""%.2f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
607,d0649886,"Height = 170.
 	Weight = 66.3
    Height = Height/100
    BMI = Weight/Height/Height
    BMI = ""%.1f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
608,d0649886,"Height = int(input("" ""))
 	Weight = float(input("" ""))
    Height = Height/100
    BMI = Weight//Height//Height
    BMI = ""%.2f"" % BMI
    print(""BMI = "",BMI)",Compile Error,2,IndentationError
609,d0649886,"Height = float(input("" ""))
 	Weight = float(input("" ""))
    Height = Height/100
    BMI = Weight/Height**2
    print(""BMI = {:.2f}"".flomat.BMI)",Compile Error,2,IndentationError
610,d0649886,"Height = float(input("" ""))
 	Weight = float(input("" ""))
    Height = Height/100
    BMI = Weight/Height**2
    print(""BMI = {:.2f}"".flomat(BMI))",Compile Error,2,IndentationError
611,d0649886,"Height = float(input("" ""))
 	Weight = float(input("" ""))
    BMI = Weight/((Height/100)**2)
    print(""BMI = {:.2f}"".flomat(BMI))",Compile Error,2,IndentationError
612,d0649886,"Height = float(input())
 	Weight = float(input())
    BMI = Weight/((Height/100)**2)
    print(""BMI = {:.2f}"".flomat(BMI))",Compile Error,2,IndentationError
613,d0649886,"Height = float(input())
 	Weight = float(input())
    ans = Weight/((Height/100)**2)
    print(""BMI = {:.2f}"".flomat(ans))",Compile Error,2,IndentationError
614,d0649886,"h = float(input())
 	w = float(input())
    ans = w/((h/100)**2)
    print(""BMI = {:.2f}"".flomat(ans))",Compile Error,2,IndentationError
615,d0686665,"weight = 66.3
height = 170
BMI = weight / (height*height)
  print(BMI)",Compile Error,4,IndentationError
616,d0686665,"weight = ('66.3
height = ('170
BMI = weight / (height*height)
  print(BMI)",Compile Error,1,SyntaxError: EOL while scanning string literal
617,d0686665,"weight = ('66.3')
height = ('170')
BMI = weight / (height*height)
print(BMI)",Runtime Error,1,No input
618,d0809311,"m=170/100
kg=66.3
bmi = kg/cm
print(BMI)",Runtime Error,1,No input
619,d0809311,"m=170/100
kg=66.3
bmi = kg/cm
print(bmi)",Runtime Error,1,No input
620,d0809311,"m=input()
kg=input()
bmi = kg/(m/100)^2
print(bmi)",Runtime Error,3,SyntaxError: invalid syntax
621,d0809311,"m=double(input())
kg=double(input())
bmi = kg/(m/100)^2
bmi=str(bmi)
print(""BMI = ""bmi)",Compile Error,5,SyntaxError: invalid syntax
622,d0809311,"m=double(input())
kg=double(input())
bmi = kg/(m/100)^2
bmi=str(bmi)
print(""BMI = ""+bmi)",Runtime Error,1,Data Type Error
623,d0809311,"m=double(input())
kg=double(input())
bmi = kg/(m/100)^2
bmi=str(bmi)
print(""BMI = ""+bmi)",Runtime Error,1,Data Type Error
624,d0809311,"m=double(input())
kg=double(input())
bmi = kg/(m/100)^2
bmi=str(bmi)
print(""BMI = ""+bmi)",Runtime Error,1,Data Type Error
625,d0809311,"m=double(input(""enter num""))
kg=double(input(""enter num""))
bmi = kg/(m/100)^2
bmi=str(bmi)
print(""BMI = ""+bmi)",Runtime Error,1,Data Type Error
626,d0809311,"m=double(input(""enter num""))
kg=double(input(""enter num""))
bmi = kg/(m/100)^2
a=str(bmi)
print(""BMI = ""+a)",Runtime Error,1,Data Type Error
627,d0809311,"m=double(input(""enter num""))
kg=double(input(""enter num""))
//bmi = kg/(m/100)^2
a=str(bmi)
print(""BMI = ""+a)",Compile Error,3,SyntaxError: invalid syntax
628,d0809311,"m=double(input(""enter num""))
kg=double(input(""enter num""))
bmi = kg/(m/100)^2
a=str(bmi)
print(""BMI = ""+a)",Runtime Error,1,Data Type Error
629,d0809311,"m=double(input(""enter num""))
kg=double(input(""enter num""))
bmi = kg/(m/100)^2
a=str(bmi)
print(""BMI = ""+a)",Runtime Error,1,Data Type Error
630,d0809311,"m=float(input(""enter num""))
kg=float(input(""enter num""))
bmi = kg/(m/100)^2
a=str(bmi)
print(""BMI = ""+a)",Runtime Error,3,SyntaxError: invalid syntax
631,d0809311,"m=float(input(""enter num""))
kg=float(input(""enter num""))
m=m/100
bmi = kg/(m*m)
a=str(bmi)
print('BMI = {2f}'.format(a))",Runtime Error,6,Data Type Error
632,d0809311,"m=float(input(""enter num""))
kg=float(input(""enter num""))
m=m/100
bmi = kg/(m*m)
a=str(bmi)
print('BMI = {0:.2f}'.format(a))",Runtime Error,6,Data Type Error
633,d0783087,"height = int(input())
weight = float(input())
BMI = weight/((height/100)**2)
print_BMI = 'BMI = {0:.2f}'.format(BMI)
print(print_BMI)",Runtime Error,5,Object is not callable 
634,d0783087,"height = int(input())
weight = float(input())
BMI = weight/((height/100)**2)
print_BMI = 'BMI = {.2f}'.format(BMI)
print(print_BMI)",Runtime Error,5,Object is not callable 
635,d0783087,"height = int(input())
weight = float(input())
BMI = float(weight/((height/100)**2))
print_BMI = 'BMI = {0:.2f}'.format(BMI)
print(print_BMI)",Runtime Error,5,Object is not callable 
636,d0783087,"height = int(input())
weight = float(input())
BMI = float(weight/(float(height/100)**2))
print_BMI = 'BMI = {0:.2f}'.format(BMI)
print(print_BMI)",Runtime Error,5,Object is not callable 
637,d0783087,"height = int(input())
weight = float(input())
BMI = float(weight/(float(height/100)**2))
print_BMI = 'BMI = {.2f}'.format(BMI)
print(print_BMI)",Runtime Error,5,Object is not callable 
638,d0733610,"tall=float(input())
weight=float(input())
print(""BMI ="",str(weight/(tall*tall))",Compile Error,3,SyntaxError: unexpected EOF while parsing
639,d0733610,"tall=float(input())
weight=float(input())
BMI =weight/((tall*tall)/10000)
print(BMI=(BMI is {:.2f}.format(BMI)))",Compile Error,4,SyntaxError: invalid syntax
640,d0733610,"tall=float(input())
weight=float(input())
BMI =weight/((tall*tall)/10000)
print('BMI =',(BMI is {:.2f}.format(BMI)))",Compile Error,4,SyntaxError: invalid syntax
641,d0733610,"tall=float(input())
weight=float(input())
b=weight/((tall*tall)/10000)
print('BMI =',(BMI is {:.2f}.format(b))",Compile Error,4,SyntaxError: invalid syntax
642,d0750078,"A=1.7
B=66.3
high=float(input('A'))
weigh=int(input('S'))
pmi=weigh/(high**2)
print('BMI='pmi)",Compile Error,6,SyntaxError: invalid syntax
643,d0750078,"A=1.7
B=66.3
high=float(input('A'))
weigh=int(input('S'))
pmi=weigh/(high**2)
print('BMI='+pmi)",Runtime Error,6,Data Type Error
644,d0550278,"height=float(input())/100
weight=float(input())
BMI=weight(height**2)
print(""BMI = {}"".fomat(BMI))",Runtime Error,3,Object is not callable 
645,d0550278,"height=float(input())/100
weight=float(input())
BMI=weight/(height**2)
print(""BMI = {}"".fomat(BMI))",Runtime Error,3,Object is not callable 
646,d0743554,"# -*- coding: utf-8 -*-
""""""
Spyder Editor

This is a temporary script file.
""""""

tall=float(input('身高(cm):'))
tall/=100
w=float(input('體重:'))
x=w/(tall*tall)
print ('BMI={:.2f}'.format(x))",Runtime Error,12,Object is not callable 
647,d0743554,"tall=float(input('身高(cm):'))
tall/=100
w=float(input('體重:'))
x=w/(tall*tall)
print ('BMI={:.2f}'.format(x))",Runtime Error,5,Object is not callable 
648,d0743554,"tall=float(input('身高(cm):'))
tall/=100
w=float(input('體重:'))
x=w/(tall*tall)
print ('BMI={:.2f}'.format(x))",Runtime Error,5,Object is not callable 
649,d0743554,"tall=float(input('身高(cm):'))
tall/=100
w=float(input('體重:'))
x=w/(tall*tall)
print ('BMI = {:.2f}'.format(x))",Runtime Error,5,Object is not callable 
650,d0650237,"a=int(input())
b=float(input())
c=float(b/((a/100)*(a/100)))
print(""BMI = %.2f""%c)",Runtime Error,4,Object is not callable 
651,d0649812,"cm = float(input())
ka = float(input())
bmi = kg/((cm/100)**2)
print(""BMI = {:.2f}"".format(bmi))",Runtime Error,4,Object is not callable 
652,d0649812,"cm = float(input())
ka = float(input())
m = cm/100
bmi = kg/(m**2)
print(""BMI = {:.2f}"".format(bmi))",Runtime Error,4,Object is not callable 
653,d0583762,"tall=input()
weight=input()
mm=float(tall/100)
we=float(weight)
form=""BMI = {:2f}"".format(we/mm*mm)
print(form)",Runtime Error,4,Object is not callable 
654,d0848951,"身高=int(input())
體重=int(intput())
print(""BMI""+str(體重/身高(m)^2)",Compile Error,3,SyntaxError: unexpected EOF while parsing
655,d0848951,"身高=int(input())
體重=int(intput())
print(""BMI""+str(體重/身高^2)",Compile Error,3,SyntaxError: unexpected EOF while parsing
656,d0848951,"H=int(input())
w=int(intput())
print(""BMI""+str(w/H^2)",Compile Error,3,SyntaxError: unexpected EOF while parsing
657,d0848951,"weight = input(""What is your weught"")
height = input(""What is your height"")
BMI = weight / (height*height)


print ("" BMI is"", BMI)",Runtime Error,3,Data Type Error
658,d0848951,"weight = input("" What is your weught "")
height = input("" What is your height "")
BMI = weight / (height*height)


print ("" BMI is"", BMI)",Runtime Error,3,Data Type Error
659,d0848951,"weight = input("" weight "")
height = input("" height "")
BMI = weight / (height*height)


print ("" BMI is"", BMI)",Runtime Error,3,Data Type Error
660,d0848951,"weight = input("" weight "")
height = input("" height "")
BMI = weight / (height*height)
print ("" BMI is"", BMI)",Runtime Error,3,Data Type Error
661,d0848951,"weight = int(input("" weight "")_
height = int(input("" height ""))
BMI = weight / (height*height)
print ("" BMI is"", BMI)",Compile Error,1,SyntaxError: invalid syntax
662,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
foemat(BMI,'.2f')
print (BMI)",Runtime Error,4,Variable or function not defined
663,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
BMI ={1:5.2f}
print (BMI)",Compile Error,4,SyntaxError: invalid syntax
664,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
BMI = {1:5.2f}
print (BMI)",Compile Error,4,SyntaxError: invalid syntax
665,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
BMI = {0:5.2f}
print (BMI)",Compile Error,4,SyntaxError: invalid syntax
666,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height){1:5.2f}
print (BMI)",Compile Error,3,SyntaxError: invalid syntax
667,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
BMI={:.2f}
print (BMI)",Compile Error,4,SyntaxError: invalid syntax
668,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
BMI={0:.2f}
print (BMI)",Compile Error,4,SyntaxError: invalid syntax
669,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
 print(f' {BMI:.2f}')",Compile Error,4,IndentationError
670,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
output = float((""%0.2f""%a))
print(output)",Runtime Error,5,Object is not callable 
671,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
BMI = float((""%0.2f""%a))
print(BMI)",Runtime Error,5,Object is not callable 
672,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
print""{:.2f}"".format(BMI)",Compile Error,4,SyntaxError: invalid syntax
673,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
print""{0:.2f}"".format(BMI)",Compile Error,4,SyntaxError: invalid syntax
674,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
print ""%.2f"" % BMI",Compile Error,4,SyntaxError: Missing parentheses in call to 'print'
675,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
print(BMI)
print ""%.2f"" %BMI",Compile Error,5,SyntaxError: Missing parentheses in call to 'print'
676,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
print(BMI)
print ""%.2f"" % BMI",Compile Error,5,SyntaxError: Missing parentheses in call to 'print'
677,d0848951,"height = float(input(""height""))
weight = int(input(""weight""))
BMI = weight / (height*height)
print(BMI)
print ""%.2f"" % BMI",Compile Error,5,SyntaxError: Missing parentheses in call to 'print'
678,d0529181,"a = int(input())
b = float(input())
c = a/100
d = c*c
BMI = b / d
print(""BMI = {:.2f}"".format(BMI))",Runtime Error,6,Object is not callable 
679,d0529181,"a = int(input())
b = float(input())
c = a/100
d = c*c
BMI = b / d
print(""BMI = {:.2f}"".format(BMI))",Runtime Error,6,Object is not callable 
680,d0529181,"a = int(input())
b = float(input())
c = a/100
d = c*c
BMI = b / d
print(""BMI = {:.2f}"".format(BMI))",Runtime Error,6,Object is not callable 
681,d0529181,"a = int(input())
b = float(input())
c = a/100
d = c*c
BMI = b / d
print(""BMI = {:.2f}"".format(BMI))",Runtime Error,6,Object is not callable 
682,d0529181,"a = int(input())
b = float(input())
c = a/100
d = c*c
BMI = b / d
print(""BMI = {:.2f}"".format(BMI))",Runtime Error,6,Object is not callable 
683,d0529181,"a = int(input())
b = float(input())
c = a/100
d = c*c
BMI = b / d
print(""BMI = {:.2f}"".format(BMI))",Runtime Error,6,Object is not callable 
684,d0571807,"heigh = input('')
weight = input('')
BMI = int(weight)/(int(heigh)/100)**2
print('BMI = %.2f'%BMI)",Runtime Error,4,Object is not callable 
685,d0571807,"heigh = input('')
weight = input('')
BMI = float(weight)/(int(heigh)/100)**2
print('BMI = %.2f'%BMI)",Runtime Error,4,Object is not callable 
686,d0571807,"heigh = input('')
weight = input('')
BMI = float(weight)/((int(heigh)/100)**2)
print('BMI = %.2f'%BMI)",Runtime Error,4,Object is not callable 
687,d0571807,"heigh = input('')
weight = input('')
BMI = float(weight)/(int(heigh)/100)**2
print('BMI = %.2f'%BMI)",Runtime Error,4,Object is not callable 
688,d0571807,"heigh = input('')
weight = input('')
BMI = float(weight)/(int(heigh)/100)**2
print('BMI = %.2f'%BMI)",Runtime Error,4,Object is not callable 
689,d0571807,"heigh = input('')
weight = input('')
#BMI = float(weight)/(int(heigh)/100)**2
print('BMI = ' + format(float(weight)/(int(heigh)/100)**2,'.2f')",Compile Error,4,Variable or function not defined
690,d0571807,"heigh = input('')
weight = input('')
#BMI = float(weight)/(int(heigh)/100)**2
print('BMI = ' + format(float(weight)/(float(heigh)/100)**2,'.2f')",Compile Error,4,Variable or function not defined
691,d0571807,"heigh = input('')
weight = input('')
#BMI = float(weight)/(int(heigh)/100)**2
#print('BMI = %.2f'%BMI)
print('BMI = ' + format(float(weight)/(float(heigh)/100)**2,'.2f')",Compile Error,5,Variable or function not defined
692,d0571807,"heigh = input('')
weight = input('')
#BMI = float(weight)/(int(heigh)/100)**2
print('BMI = %.2f'%(float(weight)/(int(heigh)/100)**2))
#print('BMI = ' + format(float(weight)/(float(heigh)/100)**2,'.2f')",Runtime Error,4,Object is not callable 
693,d0681287,"t = int(input())
w = float(input())

print (""BMI = {:.2f}"".format(w/((t/100)**2)))",Runtime Error,4,Object is not callable 
694,d0681287,"t = int(input())
w = float(input())

print (""BMI = {:.2f}"".format(w/((t/100)**2)))",Runtime Error,4,Object is not callable 
695,d0753264,"r=float(input(""""))
pi=3.14
print(""circumference = %.2f"" %(rpi))
print(""Area = %.2f"" %((r/2)(r/2)*pi))",Runtime Error,4,Object is not callable 
696,d0747371,"he = float(input(""""))
we = float(input(""""))

BMI = we/(he/100)**2
  
print(""BMI = {:.2f}"".format(BMI)",Compile Error,6,SyntaxError: unexpected EOF while parsing
697,d0747371,"height = float(input(""""))
weight = float(input(""""))

BMI = weight/(height/100)**2
  
print(""BMI = {:.2f}"".format(BMI)",Compile Error,6,SyntaxError: unexpected EOF while parsing
698,d0646275,"h=float(input())/100
w=float(input())
print(""BMI = ""+w/(h**2))",Runtime Error,3,Data Type Error
699,d0646275,"h=float(input())/100
w=float(input())
print(""BMI = %.2f""%w/(h**2))",Runtime Error,3,Data Type Error
700,d0827022,"Height = float(input("" ""))

Weight = float(input("" ""))

Height = Height/100

BMI = Weight/(Height**2)

BMI = ""%.2f"" % BMI 

BMI = str(BMI)

print("" BMI = ""BMI)",Compile Error,1,SyntaxError: invalid syntax
701,d0675358,"tall=float(input(""Your tall?""))
weight=float(input(""Your weight?""))
BMI=weight/(tall*tall)
Print(BMI)",Runtime Error,4,Variable or function not defined
702,d0675358,"tall=float(input(""Your tall?""))
weight=float(input(""Your weight?""))
BMI=round(weight/(tall*tall),2)
Print(BMI)",Runtime Error,4,Variable or function not defined
703,d0675358,"tall=float(input(""Your tall?""))
weight=float(input(""Your weight?""))
BMI=round(weight/tall**,2)
Print(BMI)",Compile Error,3,SyntaxError: invalid syntax
704,d0675358,"tall=float(input(""Your tall?""))
weight=float(input(""Your weight?""))
BMI=weight/tall**
Print(""BMI""+round(BMI,2))",Compile Error,3,SyntaxError: invalid syntax
705,d0675358,"tall=float(input(""Your tall?""))
weight=float(input(""Your weight?""))
BMI=weight/tall**
Print(' BMI '+round(BMI, 2))",Compile Error,3,SyntaxError: invalid syntax
706,d0675358,"tall=float(input(""Your tall?""))
weight=float(input(""Your weight?""))
BMI=weight/tall**
Print('BMI'+round(BMI, 2))",Compile Error,3,SyntaxError: invalid syntax
707,d0675358,"tall=float(input(""Your tall?""))
weight=float(input(""Your weight?""))
BMI=weight/tall**
Print(round(BMI, 2))",Compile Error,3,SyntaxError: invalid syntax
708,d0675358,"tall=float(input())
weight=float(input())
height=tall/100
BMI=weight/(height*height)
Print(round(BMI, 2))",Runtime Error,4,Variable or function not defined
709,d0675358,"height=float(input())/100
weight=float(input())
BMI=weight/(height*height)
Print(round(BMI,2))",Runtime Error,4,Variable or function not defined
710,d0613326,"h=float(input()/100)
w=float(input())
a = 'BMI = {:.2f}'.format(w/(h*h))
print(a)",Runtime Error,1,Data Type Error
711,d0613326,"h = int(input())
w = int(input())
h2 = h/100
a = w/(h2*h2)
b = 'BMI = {:.2f}'.format(a)
print(b)",Runtime Error,6,Object is not callable 
712,d0647424,"w=float(input(""請輸入體重：""))
h=float(input(""請輸入身高(M)：""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
713,d0647424,"w=float(input(""請輸入體重：66.3""))
h=float(input(""請輸入身高(M)：1.7""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
714,d0647424,"w=float(input(""請輸入體重：66.3""))
h=float(input(""請輸入身高(cm)：170""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
715,d0647424,"w=float(input(""請輸入體重：66.3""))
h=float(input(""請輸入身高(m)：1.7""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
716,d0647424,"w=float(input(""請輸入體重：66.3""))
h=float(input(""請輸入身高(cm)：170""))
ans=w/h/100*h/100
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
717,d0647424,"h=float(input(""請輸入身高(cm)：""))
w=float(input(""請輸入體重：""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
718,d0647424,"w=float(input(""請輸入體重：""))
h=float(input(""請輸入身高(cm)：""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
719,d0647424,"w=float(input(""請輸入體重：""))
h=float(input(""請輸入身高(cm)：""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
720,d0647424,"w=float(input(""請輸入體重：""))
h=float(input(""請輸入身高(cm)：""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
721,d0647424,"w=float(input(""請輸入體重：""))
h=float(input(""請輸入身高(cm)：""))
ans=w/h*h
print('%.2f'%ans)",Runtime Error,4,Object is not callable 
722,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
723,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
724,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
725,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
726,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
727,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
728,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
729,d0887303,"weight = float(input(""你的體重多少公斤""))
height = float(input(""你的身高幾公分""))
Height = height/100
bmi = weight/(Height**2)
BMI = 'bmi is {:.2f}'.format(bmi)
print(BMI)",Runtime Error,6,Object is not callable 
